timestamp,os,userId
2018-12-01 00:53:18.392,Android,64302305
2018-12-02 00:36:33.789,Android,64302121
2018-12-03 02:16:47.255,Android,64303607
2018-12-01 02:26:13.756,Android,64306580
2018-12-03 03:41:12.648,Android,64306580
